id,order_id,product_id,quantity,unit_price,total_price,created_at
7182,3071,412,1,24.77,$24.77,2025-02-15 11:25:29
16142,6889,478,1,22.29,22.29,2025-03-01 09:27:23
16374,6985,316,1,596.12,596.12,2025-05-06 19:44:39
1163,499,456,NaN,221.62,221.62,
21754,9292,488,1,47.25,47.25,2025-02-08 00:54:22
12278,5248,229,2,-234.75,469.5,2025-02-18 20:35:26
3978,1688,392,99999,#REF!,1980.56,2025-03-16 11:37:29
22351,9547,473,1,N/A,497.72,2025-04-03 20:03:19
1691,728,314,1,194.45,194.45,2025-05-27 10:56:37
10581,4533,66,1,,717.5,
107,42,370,1,80.03,80.03,2025-03-10 00:37:54
4241,1796,1000034,2,78.34,156.68,2024-03-04 12:17:27
19385,8301,180,1,34.7,34.7,2025-05-16 16:50:08
18509,7922,281,1,N/A,,2025-02-17 00:17:30
12598,5378,179,1,61.82,61.82,2024-10-10 22:49:04
18477,7909,138,2,590.98,1181.96,  2024-07-20 17:52:42  
17094,7288,286,1,2462.98,2462.98,2024-06-27 01:26:02
10200,4367,391,1,1039.89,1039.89,2023-06-19 12:40:34
20829,8900,98,1,92.28,92.28,2025-04-17 16:15:26
6091,2600,201,1,385.26,385.26,2024-12-02 18:04:04
958,412,183,1,91.53,91.53,2022-12-11 09:39:56
13390,5729,21,1,1194.48,1194.48,2025-01-10 07:34:51
8147,3495,292,1,2762.94,2762.94,2024-10-17 17:45:15
3632,1546,137,1,728.24,728.24,2025-06-08 15:16:28
1502,647,486,1,11.5,11.5,
13122,5613,208,1,44.84,44.84,
14163,6063,1000043,1,true,37.36,2024-01-22 19:42:56
17018,7260,328,1,-103228,,
2638,1116,55,0,"1,169.2",1169.2,2025-05-12 11:43:08
20752,8870,202,-2,N/A,744.56,2025-01-28 17:43:28
10138,4339,344,2,1010.52,--,2025-04-11 16:37:28
14144,6055,78,2,402.19,804.38,2023-10-11 18:06:35
13388,5728,320,2,382.25,764500,2025-07-17 13:55:42
7225,3091,484,2,--,156.68,2025-04-16 11:48:12
7095,3037,298,0,174.86,174.86,2025-04-18 02:36:40
722,311,492,0,12.11,12.11,2025-06-06 07:51:16
13861,5943,216,1,90.85,-9085,2024-06-09 20:37:36
6303,2697,483,???,19.05,19.05,2025-03-23 01:12:26
23252,9930,405,1,14.56,-14.56,2025-06-05 03:15:34
1021,439,43,1,2147.8,2147.8,2025-07-26 16:54:13
4818,2041,373,3,157.09,471.27,2024-12-18 21:42:10
6707,2869,126,1,766.95,766.95,2025-04-18 20:26:48
16252,6937,363,1,138.12,138.12,2025-03-24 22:56:05
9091,3886,346,1,893.3,893300,2025-04-14 17:48:55
7108,3043,153,99999,???,N/A,UNKNOWN
775,337,295,1,-2337.98,2337.98,2024-12-01 08:21:53
19372,8296,135,1,642.37,,2025-02-03 00:03:13
10861,4639,39,1,1448.85,,2024-07-20 02:33:02
13593,5821,497,1,,10.68,2024-04-07 16:20:47
14185,6073,384,1,133.8,133.8,2023-05-29 19:01:31
4086,1734,452,,189.52,,2025-02-11 17:14:42
12181,5211,404,1,25.34,25.34,2024-11-10 10:27:14
6083,2597,343,2,1919.46,3838.92,2025-07-09 16:58:23
5846,2487,265,1,963.92,-9639.199999999999,2024-07-07 18:14:04
9158,3919,114,-1,660.27,660.27,???
9391,4020,281,2,-79240,1584.8,2025-01-22 23:42:42
22552,9640,23,2,,1390.18,2023-07-25 00:17:49
23126,9882,69,1,330.92,330.92,2024-09-12 12:37:19
7294,3116,377,1,1964.55,1964.55,2025-03-05 11:11:00
8542,3659,498,2,51.07,102.14,2025-01-26 02:45:32
13893,5956,111,3,792.13,$2376.39,2024-06-15 04:37:13
17546,7497,371,1,60.49,60.49,2025-04-09 16:35:57
16592,7077,348,1,UNKNOWN,210.77,2025-05-28 10:55:58
17808,7612,303,1,153.51,153.51,2025-03-30 22:52:09
4531,1912,308,1,,170.65,2024-08-27 07:42:07
15758,6726,12,1,1196.9,,2023-07-15 09:22:59
2584,1094,229,2.01,234.75,469.5,
9387,4017,377,1,1964.55,1964.55,2025-06-13 06:13:02
12821,5475,286,2,,4925.96,2025-04-07 20:56:55
22838,9761,476,1,61.41,61.41,2025-03-14 18:53:01
3053,1303,4,abc,1340.49,1340.49,2025-01-01 04:07:47
16901,7213,137,2,728.24,1456.48,2025-03-07 17:02:11
9172,3926,333,1,1273.12,1273.12,2025-06-11 00:12:04
13868,5946,140,2,$286.85,573.7,2024-10-18 02:17:11
12167,5205,331,1,1391.46,1391.46,2025-05-27 02:01:21
5142,2178,216,1,90.85,,2024-07-03 05:08:21
18624,7982,483,2,19.05,38.1,2025-04-23 04:23:55
19965,1000093,98,1,92.28,,2023-02-17 06:27:01
13753,5893,78,0,402.19,402.19,2025-02-28 17:05:25
21479,9172,465,EMPTY,309.83,309.83,2025-07-17 02:03:40
22679,9694,350,1,78.56,$78.56,2024-03-27 23:17:41
9314,3988,234,2,179.52,,2025-01-27 17:13:09
21639,9245,255,1,972.72,972.72,2024-12-28 12:03:26
12999,5555,358,1,0,$163.20,2024-10-12 12:58:34
13704,5871,190,1.01,78.53,78.53,2025-02-16 18:22:06
6897,2951,329,1,954.67,954.67,2025-04-12 14:44:06
20907,8930,82,1,199.7,199.7,
18019,7706,450,2,128.59,$257.18,2025-03-26 13:25:41
3492,1487,189,1,21.03,21.03,not a date
8933,3821,451,1,137.33,,2025-06-28 19:59:07
6544,2797,112,1,273.15,$273.15,2023-05-11 08:00:46
14234,6092,395,1,637.32,true,2025-02-24 16:25:01
6596,2818,72,1,,-555.81,
6689,2861,241,1,293.11,,2025-04-23 01:52:10
9960,4259,217,1,356.33,356.33,2023-02-14 10:38:14
23016,9834,463,1,,497.73,N/A
17626,7532,14,,1141.32,2282.64,EMPTY
17279,7369,474,1,$212.23,212.23,2023-09-12 03:28:08
17051,7272,301,#N/A,124.87,-124.87,
19864,8496,145,1,202.43,202.43,2023-12-04 06:02:48,extra_col_value
14322,6132,445,1,280.72,280.72,06/12/2024
22510,9619,399,1,1068.78,EMPTY,2022-10-04 06:10:00
3268,1394,304,None,332.27,332.27,2022-12-03 05:16:11
21571,9212,230,1,Inf,372.58,2025-01-09 21:30:29
15543,6644,443,0,191.24,191.24,2025-06-11 23:17:34
12567,5368,298,1,,174.86,
19667,8415,440,0,394.51,394.51,
13319,5696,330,-1,1083.28,1083.28,2025-02-27 17:53:55
5263,2227,302,1,199.05,199.05,2025-05-10 10:00:26
10053,4302,98,1,92.28,92.28,2024-03-25 03:39:17
15303,6546,459,1,447.79,447.79,2025-07-01 22:24:47
5628,2390,274,1,162.82,162.82,
12399,5298,154,1,219.01,219.01,2024-03-26 14:12:35
5249,2221,471,1,383.55,383.55,2025-05-16 09:05:43
8272,3548,120,2,,598.12,2023-12-06 14:04:58
20700,8848,433,1,-11489,,2024-10-07 21:45:42
22489,9611,14,1,1141.32,1141.32,2024-10-10 06:54:34
15040,6435,224,1,50.61,50.61,2024-08-09 20:46:48
4495,1898,122,1,1896.62,1896.62,2023-10-18 17:39:07
18464,7906,204,-5,,NaN,"Nov 7, 2024"
2757,1163,419,1,11.61,11.61,2025-01-03 03:40:55
8097,3471,60,1,164.67,N/A,2025-05-02 01:06:56
8555,3663,193,1,42.42,-4242,2024-06-28 06:33:49
18330,7847,470,1,54.63,54.63,2025-03-21 18:39:20
6316,2703,439,1,155.04,155.04,
6589,2816,274,,,0,2025-04-04 07:36:22
14437,6186,341,1,1368.22,1368.22,2024-05-16 02:31:52
5467,2315,233,1,101.87,101.87,2024-10-30 07:54:03
5038,2135,342,1,1054.66,1054.66,2025-01-24 10:13:57
12733,5436,379,,1192.75,,2025-04-07 23:28:48
18002,7698,355,abc,123.99,$247.98,2024-08-15 01:23:43
2270,967,430,1,383.84,383.84,2025-03-16 14:30:21
17647,7544,158,1,339.83,339.83,2025-04-03 21:54:57
23061,9853,33,1,2544.92,2544.92,2025-06-07 17:15:30
19401,8309,263,1,379.32,379320,2025-05-12 02:28:56
17228,7347,58,$1.00,690.81,690.81,  2024-04-14 04:07:48  
20162,8621,419,3,,34.83,2023-08-15 22:59:28
16648,7101,172,1,73.22,73.22000000000001,2025-03-05 16:38:38
3252,1388,43,2,2147.8,4295.6,2024-07-17 23:27:17
10340,4429,438,,310.04,310.04,2025-06-24 00:40:32
22877,9778,160,1,,$400.63,2025-02-11 03:26:59
21732,9282,223,3,238.09,714.27,2025-06-25 12:34:37
2075,887,183,1,-91.52,None,2025-03-26 10:33:57
14636,6274,267,,951.44,951.44,2025-06-02 01:39:10
1669,720,165,1,512.85,512.85,2024-07-29 11:19:21
2798,1181,199,2,58.81,117.62,2024-07-19 08:03:06
9044,3865,476,null,61.41,61.41,2025-05-20 01:47:12
20951,8945,195,1,90.98,90.98,2024-04-07 02:21:47
835,363,351,2,265.55,,2022-11-26 14:14:44
3,2,197,1,19.47,,2025-06-06 17:36:26
9643,4123,107,N/A,913.39,913.39,2025-06-12 11:29:45
18802,8062,172,1,73.22,-7322,2024-12-05 07:12:40
17315,7386,340,,862.13,862.13,2023-09-28 08:44:42
2209,941,463,1,497.73,-49773,
15650,6684,395,3,637.32,None,not a date
21514,9187,463,-5,EMPTY,497.73,2024-08-03 01:04:48
18963,8135,96,1,TBD,414.49,2025-06-25 23:11:27
21854,9337,346,1,893.3,893.3,2024-11-07 08:48:31
3108,1329,476,2,61.41,122.82,2025-06-26 04:19:33
21928,9366,130,-0.99,697.8,-6978,2025-04-14 02:12:24
20824,8899,313,1,265.09,265.09,2024-02-06 23:51:40
9491,4062,306,1,238.51,238.51,2025-04-25 14:12:51
8091,3468,456,-1,,N/A,2025-03-10 16:26:27
16166,6903,329,1,954.67,954.67,2025-05-01 19:29:48
383,165,471,#REF!,,N/A,2023-12-01 14:40:12
21619,9235,305,1,89.94,89.94,
17526,7487,162,$1.00,318.53,318.53,2025-02-27 16:52:43
3565,1518,62,99999,862.23USD,862.23,2025-03-14 01:27:03
3812,1617,284,1,TBD,611.29,2025-03-12 14:10:20
19622,8399,52,,918.15,N/A,
22420,9577,381,#REF!,983.8,,2025-01-09 23:48:41
1510,653,57,1,206.29,-2062.9,2024-03-27 05:26:54
12274,5247,479,99999,-74.59,74.59,2025-05-16 08:47:48
11408,4899,340,,862.13,1724.26,2024-01-15 13:00:43
12096,5177,163,not available,443.82,887.64,2023-06-06 08:51:30
7327,3131,264,,416.11,416.11,2022-08-02 14:34:53
17149,7312,43,1,N/A,-2147.8,2025-06-09 19:03:27
504,217,217,1,$356.33,-3563.2999999999997,2025-03-08 03:51:17
12087,5174,244,1,44.58,44.58,2024-01-09 17:11:56
4650,1964,394,1,70.52,-70.52,2025-03-30 22:31:51
211,87,183,1,91.53,91.53,2024-02-25 01:40:18
17599,7522,197,-5,19.47,-38.94,2025-02-28 19:51:55
5447,2306,232,1,261.68,261.68,2025-05-15 14:18:20
14707,6298,302,1,199.05,199.06,2024-06-23 10:49:45
12484,5335,403,1,46.44,46.44,2025-01-17 04:37:23
9394,4021,69,2,330.92,661.84,2025-01-17 20:39:56
14925,6388,296,0,N/A,2454.05,2025-04-25 00:43:58
13958,5981,2,TBD,-1154.24,1154.24,
18812,8067,206,$1.00,140.5,140.5
20649,8828,333,1,,1273.12,2025-05-25 11:18:45
4041,1714,395,,637.32,,2025-01-30 07:02:04
22902,9788,321,0,-465.62,465.62,2025-06-28 15:56:48
9071,3877,52,2,$918.14,1836.28,2025-05-05 15:23:00
4974,2106,426,1,N/A,N/A,2025-06-02 07:10:59
607,262,96,2,414.49,-8289.8,2024-12-27 04:45:07
3799,1612,163,0,443.82,NaN,2024-11-09 00:38:53
9729,4158,98,2,92.28,184.56,2025-06-09 18:20:33
19971,8538,375,1,38.47,$38.47,2025-03-27 19:36:46
9390,4019,268,1,454.59,454.59,2025-06-01 02:05:11
18482,7910,164,1,260.31,260.32,2023-06-26 05:39:07
4793,2029,25,2,495.85,true,2023-10-21 22:09:23
1211,521,491,2,42.61,85.22,2025-06-18 10:36:04
12926,5522,376,-2,,N/A,2025-05-02 01:41:03
19330,8280,294,2,306.37,612.74,2025-05-15 23:10:26
18805,8063,67,1,596.57,,2025-06-20 22:51:06
5375,2276,138,None,,590.98,2025-03-26 14:48:46
16615,7087,255,3,N/A,2918.16,2024-08-19 02:15:52
234,98,219,3,114310,342.93,2025-06-09 01:28:03
9661,4130,410,,null,21.52,2024-02-12 02:38:12
19516,8355,481,1,75.04,75.04,2025-04-22 14:45:02
15756,6725,138,1,,-590.98,2025-04-05 06:21:30
2186,931,154,1,219.01,-219.01,2025-04-27 10:51:24
2894,1225,176,2,44.58,89.16,2025-06-11 23:48:47
4905,2076,279,0,1280.78,2561.56,2025-04-15 21:18:40
5702,2421,379,1,1192.75,1192.75,???
1777,766,400,2,1283.16,2566.32,2025-03-12 02:24:21
7279,3110,313,3,265.09,795.27,2025-02-13 10:13:09
183,78,208,1,44.84,44.84,2025-05-07 12:09:10
19783,8463,38,1USD,2623.56,2623.56,2024-05-12 04:20:23
21191,9051,377,1,-19645.5,1964.55,2025-06-16 07:11:54
5574,2361,306,2000,238.51,477.02,2024-05-09 03:11:09
20417,8726,64,2,284.09,568.18,2025-01-24 16:32:07
23054,9851,41,1000,-27488.600000000002,NaN,2025-02-05 18:59:19
5021,2125,209,1,80.37,-803.7,2024-06-11 15:02:16
12677,5413,103,1,833.42,833.42,2025-04-24 05:27:46
19307,8272,1000150,1,1178.42,1178.42,2024-11-15 06:43:51
10797,4612,244,,44.58,89.16,2023-06-20 11:37:09
17876,7646,227,-5,,265.89,2024-05-09 03:20:45
18059,7729,132,2,769.57,1539.14,2024-02-28 00:20:49
2522,1069,320,,382.25,1146.75,2025-02-07 18:01:28
12938,5526,88,1,68.61,68.61,2024-07-05 04:34:00
13540,5799,311,1,253.11,???,???
573,248,32,1,2095.21,2095.21,2025-05-03 20:06:40
12793,5461,257,1,183.6,0,2025-06-29 19:08:04
15578,6658,78,2,,804.38,2024-09-25 06:07:39
9534,4076,82,1,,-19970,2023-10-16 16:42:20
21339,9112,171,3,290.84,872.52,2025-03-31 01:17:29
13344,5706,271,1,563.91,$563.91,not a date
2287,972,299,2,1208.19,2416.38,2025-03-12 17:41:42
9237,3953,244,3,44.58,133.74,2025-07-02 01:14:15
16476,7025,173,2,453.55,907.1,2025-03-20 07:53:45
18438,7893,126,1,766.95,$766.95,2024-04-13 09:42:00
21991,9392,352,1,230.94,230.94,2025-05-07 12:12:28
22521,9626,71,1,1212.86,#N/A,2025-05-26 15:06:34
7169,3067,431,2,171.54,343.08,
6928,2967,10,2,458.66,917.32,2025-05-08 10:07:48
8938,3822,243,1,176.34,176.34,2024-11-27 08:56:32
15785,6740,49,2,1546.73,3093.46,2024-03-03 08:26:32
4123,1749,170,1,88.55,NaN,2024-04-04 12:17:43
21325,9107,351,1,265.55,265.55,2024-01-06 19:37:25
9983,4269,258,1,313.29,313.29,2024-10-26 08:31:02
611,264,132,1,-769.57,,2025-05-14 21:29:09
7813,3341,500,2,-120.3,24.06,2025-05-10 12:52:19
22519,9625,248,2,332.95,665.9,2025-05-29 12:25:13
13336,5702,310,1,440.51,440.51,2025-03-08 03:20:28
20813,8894,376,2,,809.26,2025-03-28 11:26:47
23239,9925,471,1,383.55,-383.55,2024-11-05 01:57:58
7600,3251,359,-1,148.93,Inf,2025-01-12 22:18:00
7988,3422,271,3,#N/A,1691.73,not a date
20653,8829,394,1,-705.1999999999999,N/A,2024-08-06 12:17:46
6029,2573,178,0,9.9,9.9,2025-06-24 15:14:01
19243,8243,271,3,563.91,1691.73,2023-06-17 21:55:24
15986,6829,167,$1.00,342.58,342.58,2024-07-02 22:58:25
4996,2116,325,2,210.49,420.98,2023-03-25 10:27:24
1826,784,67,1,,596.57,2025-06-03 08:53:35
2424,1029,397,3,760.45,2281.35,2024-05-27 18:08:24
14056,6023,391,N/A,1039.89,1039.89,2025-05-25 17:51:57
9801,4192,345,-2,1221.93,2443.86,2024-07-24 02:37:45
3576,1523,305,0,Inf,,2025-04-09 22:39:13
17403,7429,103,1,833.42,833.42,2025-03-06 15:33:49
2207,940,396,,1849.21,1849.21,2024-10-16 23:25:51
10399,4452,1000381,1,468.78,468.78,2024-10-28 01:45:01
13480,5769,134,1,142.15,142.15,2025-01-25 01:27:22
11487,4931,458,2,229.03,458.06,2024-12-27 02:14:38
13002,5557,77,2,107.36,214.72,2022-09-06 03:46:36
