id,product_id,customer_id,order_id,rating,title,comment,is_verified,created_at
537,264,3629,8701,1,Avoid this,Complete waste of money. Stopped working after just two weeks. Tried contacting support and got no response. Avoid at all costs.,true,2024-12-25 02:03:44
3818,114,3650,2806,,Beest puurchaasee eeveer,,true,2025-03-27 08:18:30
436,462,4610,2293,3,Does the job,,true,2024-03-12 23:09:34
577,51,4096,2882,$4.00,Great product overall,Works great for what I need. The interface is intuitive and the battery lasts all day. Just wish the charging cable was longer.,true,2025-01-09 09:16:58
927,372,3164,4223,2,None,Below average. The features sound great on paper but the execution is lacking. Wouldn't recommend at this price point.,TRUE,2025-02-10 09:38:13
3799,174,1113,5010,3,"Not bad, not great",It's a decent product for the price. Nothing spectacular but it gets the job done. The build quality feels a bit cheap compared to competitors.,true,2025-02-20 23:05:15
2011,43,1657,5841,5,Exceeded expectations,Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.,TRUE,2025-04-17 20:02:16
2483,160,2459,4735,4,Really happy with this,  Works great for what I need. The interface is intuitive and the battery lasts all day. Just wish the charging cable was longer.  	,true,2025-04-29 03:45:55
1820,284,643,6713,3,Mixed feelings,Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,2025-06-01 00:01:21
1811,293,2045,6731,2,Below expectations,Below average. The features sound great on paper but the execution is lacking. Wouldn't recommend at this price point.,true,2025-04-24 07:38:25
401,499,910,9117,2,Not worth it,Not great. The product works sometimes but is unreliable. I've had to restart it multiple times. Considering returning it.,true,2024-06-16 03:31:37
1368,206,2505,1791,4,Would buy again,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2025-05-26 23:03:54
2986,135,3343,4920,abc,Would buy again,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2025-04-05 20:06:03
1994,464,101,3178,5,Five stars all the way,I've tried many similar products but this one stands out. The feat...,TRUE,2024-07-06 20:36:26
2679,445,3968,1804,2,Poor quality ,Below average. The features sound great on paper but the execution is lacking. Wouldn't recommend at this price point.,true,2024-12-11 16:11:35
3560,451,4613,860,-5,Highly recommend!,"After months of use, this still performs like day one. Excellent battery life, ...",true,
3296,108,644,4634,4,"Very good, minor issues",Works great for what I need. The interface is intuitive and the battery lasts all day. Just wish the charging cable was longer.,true,2025-08-05 20:33:18
3031,288,3164,4223,3,It's okay,Average product. Works as described but I expected a bit more given the price point. It's fine for casual use but power users might want something better.,not available,2025-01-17 09:38:13
3994,330,2865,144,5,Amazing product,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2025-07-10 14:52:22
2677,460,248,6189,4,,,TRUE,2025-04-14 15:30:07
3210,246,1978,7880,3,SOME PROS AND CONS,Does what it says but nothing more. Adequate for basic need...,true,2025-05-05 13:04:30
1130,457,1186,7686,3,Decent for the price,AAveeraagee prooduuct. Woorks aas deescriibeed buut II eexpeecteed aa biit mooree giiveen thee priicee pooiint. IIt's fiinee foor caasuuaal uusee buut pooweer uuseers miight waant soomeethiing beetteer. ,,2025-05-22 11:03:24
166,108,3099,1046,5,EXCEEDED EXPECTATIONS,"  After months of use, this still performs like day one. Excellent battery life, sleek design, and the customer support was helpful when I had a quick question.  	",TRUE,2025-05-31 19:23:46
2914,28,4573,4410,5,Amazing...,,EMPTY,2025-03-08 16:00:20
2821,270,947,4984,5,FIVE STARS ALL THE WAY,,TRUE,2025-03-18 18:05:20
786,352,3369,3304,,Best purchase ever,Thiis prooduuct haas beeeen iincreediiblee. Thee buuiild quuaaliity iis toop-nootch aand iit woorks eexaactly aas aadveertiiseed. II uusee iit daaiily aand coouuldn't bee haappiieer wiith my puurchaasee.,true_typo,2023-10-07 10:38:17
200,254,3417,7279,,,Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.,true,2024-06-26 05:37:35
908,492,1410,8524,4,  Really happy with this  	,WORKS GREAT FOR WHAT I NEED. THE INTERFACE IS INTUITIVE AND THE BATTERY LASTS ALL DAY. JUST WISH THE CHARGING CABLE WAS LONGER.,true,2024-07-11 04:28:26
1555,97,3161,6531,,Some pros and cons,Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,2025-03-02 05:28:06
495,235,1875,1493,5,Exceeded expectations,#N/A,true,2023-12-31 05:54:05
3252,398,3283,9398,-5,,"I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",true,
2492,157,1684,5668,null,Complete waste of money,Complete waste of money. Stopped working after just two weeks. Tried contacting support and got no response. Avoid at all costs.,true,not a date
3892,419,2254,6391,4,,Works great for what I need. The interface is intuitive and the battery lasts all day. Just wish the charging cable was longer.,true,2025-01-19 14:52:16
3865,251,3945,974,$3.00,Mixed feelings,Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,2025-05-06 04:46:55
1780,160,3372,2689,6,Woorth eeveery peenny,"I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",true,2024-10-18 00:17:49
1862,287,1035,3516,2,BELOW EXPECTATIONS,Had high expectations based on the reviews but this fell short. Build quality feels cheap and I've experienced intermittent connectivity issues.,true,2023-11-15 16:17:31
631,346,2320,3886,99,Amazing product,Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.,true,2025-04-25 17:48:55
333,304,1743,2525,,"Very good, minor issues",Works great for what I need. The interface is intuitive and the battery lasts all day. Just wish the charging cable was longer.,true,2024-04-04 06:02:03
317,357,2137,4208,5,"Outstanding quality
",THIS PRODUCT HAS BEEN INCREDIBLE. THE BUILD QUALITY IS TOP-NOTCH AND IT WORKS EXACTLY AS ADVERTISED. I USE IT DAILY AND COULDN'T BE HAPPIER WITH MY PURCHASE.,true,
1250,226,1883,1035,5,Outstanding quality,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,,2024-12-12 12:58:36
277,327,3913,2381,-5,Best purchase ever,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2025-04-14 10:08:43
2334,137,4537,7213,3,Some pros and cons,,true,2025-03-10 17:02:11
497,393,2620,6888,4,Nice product,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2025-02-15 19:29:59
31,500,2995,7076,5,"Amazing product
","I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",true,2025-05-10 17:15:14
3308,487,2304,9793,5,Absolutely love it!,"I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",true,
2758,356,2429,5327,5.00000000000001,EXCEEDED EXPECTATIONS,Arrived quickly and was packaged well. Setup was super easy and perfor...,true_typo,
2762,144,1128,5181,5,"Highly recommend!
",,true,2025-04-03 19:09:21
431,56,3591,8850,3,Average product,MIXED FEELINGS. THE MAIN FEATURES WORK WELL BUT THERE ARE SOME QUIRKS THAT CAN BE ANNOYING. CUSTOMER SERVICE WAS RESPONSIVE WHEN I REACHED OUT.,true,2022-08-03 14:49:29
145,490,1136,7037,3,Decent for the price,It's a decent product for the price. Nothing spectacular but it gets the job done. The build quality feels a bit cheap compared to competitors.,N/A,2023-01-28 16:33:11
695,383,3471,6616,5,Highly recommend!,Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.,true,2024-02-17 20:32:21
2775,9,2519,4489,5,Outstanding quality,Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.,,3024-10-08 10:04:43
2897,407,2044,8504,4,Solid purchase,Works great for what I need. The interface is intuitive and the battery lasts all day. Just wish the charging cable was longer.,true,2023-09-03 20:52:40
2910,197,4747,2357,4,Would buy again,Very satisfied with this purchase. Performance is reliable and it looks...,true,2025-04-04 11:08:50
1380,189,1085,9057,1,,Terrible quality. The product arrived with a scratch and the performance is abysmal. Returning this immediately.,true,2025-06-20 06:14:15
2616,258,2681,3197,0,  Not worth it  	,Had high expectations based on the reviews but this fell short. Build quality feels cheap and I've experienced intermittent connectivity issues.,true,2025-05-13 19:58:28
3963,224,3602,744,1.00000000000001,,Terrible quality. The product arrived with a scratch and the performance is abysmal. Returning this immediately.,true,2024-04-15 22:19:26
1238,479,3474,5247,5,Highly recommend!,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2025-06-29 08:47:48
3258,157,2997,6288,2,Poor q...,Not great. The product works sometimes but is unreliable. I've had to restart it multiple times. Considering returning it.,true,2025-07-21 22:45:47
3920,420,2408,5627,3,It's okay,Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,2025-02-17 04:44:02
146,36,1672,6155,5,Worth every penny,,,2025-06-30 17:40:39
3079,416,3746,3730,4,,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2024-04-10 22:14:48
954,153,1722,2289,,Average product,,  true  ,2024-06-18 11:03:23
3208,448,1000055,4700,,Decent for the price,  Mixed feelings. The main features work well but there are some quirks that can be annoying. Customer service was responsive when I reached out.  	,true,2025-01-20 09:29:04
3440,290,4144,2071,5,Exceeded expectations,"  I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.  	",true,2025-03-21 23:07:25
1029,138,1313,4365,5,Worth every penny,"I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",true,2025-06-09 15:09:55
2579,331,3382,9880,3000,It's okay,Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,
1560,482,3954,8926,#N/A,???,,true,2025-03-20 22:26:42
3735,371,3851,8513,3,Some pros and cons,Mixed feelings. The main features work well but there are some quirks that can be annoying. Customer service was responsive when I reached out.,true,2024-01-19 10:49:39
1452,70,1421,3790,3,"Not bad, ...",Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,TBD
2194,495,2069,9019,4,Mostly impressed,Very satisfied with this purchase. Performance is reliable and it looks great. Knocked off one star because shipping took longer than expected.,true,2025-06-20 02:05:16
1296,92,1648,7515,5,Worth every penny,"After months of use, this still performs like day one. Excellent battery life, sleek design, and the customer support was helpful when I had a quick question.",true,2025-05-18 10:48:12
3966,310,3404,8044,,Exceeded expectations,"This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.
",true,2024-09-19 13:08:45
1408,333,587,3062,2,Disappointed,Not great. The product works sometimes but is unreliable. I've had to restart it multiple times. Considering returning it.,true,2024-08-03 06:19:07
1637,258,2799,8619,3,,Does what it says but nothing more. Adequate for basic need...,true,2025-01-23 10:02:55
2956,397,1054,9464,0,Outstanding quality,  Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.  	,,2024-04-25 18:19:01
1273,127,2233,4003,5,Outstanding quality,"I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",  true  ,2023-11-17 21:15:29
2059,194,4747,2357,5000,Five stars all the way,"This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.
",,2025-04-21 11:08:50
3492,349,2482,5515,5,,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2025-03-14 02:19:04
215,234,3196,6563,5,Worth every penny,"After months of use, this still performs like day one. Excellent battery life, sleek design, and the customer support was helpful when I had a quick question.",true,2025-03-02 04:19:34
544,318,2635,5206,???,Great product overall,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2025-04-18 09:23:08
1514,418,1621,1375,3,Decent for...,Average product. Works as described but I expected a bit more given the price point. It's fine for casual use but power users might want something better.,  true  ,2024-04-04 06:49:41
3457,280,1690,6654,5,Absolutely love it!,"After months of use, this still performs like day one. Excellent battery life, sleek design, and the customer support was helpful when I had a quick question.",,2023-02-06 02:21:34
1858,338,3701,8118,3,Mixed feelings,Does what it says but nothing more. Adequate for basic needs. The design is okay but not as premium-feeling as I hoped.,true,2025-04-24 16:09:03
1636,500,1904,6504,1,Complete waste of money,Do not buy this. It barely functions and the build quality is the worst I've seen. Save your money and go with a different brand.,true,2025-07-08 18:02:04
2980,177,215,3605,3,"Not bad, not great",Mixed feelings. The main features work well but there are some quirks that can be annoying. Customer service was responsive when I reached out.,  true  ,2024-11-29 19:07:13
1294,168,55,5706,3,It's okay,Average product. Works as described but I expected a bit more given the price point. It's fine for casual use but power users might want something better.,true,2023-07-09 20:50:59
400,439,4688,3238,,BEST PURCHASE EVER,"Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.
",true,2025-04-27 18:48:13
1302,125,2281,1346,,Mostly impressed,"Really good product overall. The only minor issue is the setup instructions could be clearer, but once you get it going, it's fantastic.",true,
553,415,2140,58,2,Could be better,Pretty disappointed with this purchase. The product looks nice but performance is underwhelming. Battery life is much shorter than advertised.,true,2024-03-12 15:29:04
2442,283,1348,7513,Inf,Underwhelming ,Pretty disappointed with this purchase. The product looks nice but performance is underwhelming. Battery life is much shorter than advertised.,true,2025-05-23 12:49:58
916,282,2161,8980,3,,It's a decent product for the price. Nothing spectacular but it gets th...,true,
3496,422,4095,3827,-1,Not worth it,Below average. The features sound great on paper but the execution is lacking. Wouldn't recommend at this price point.,true,2025-05-26 02:33:52
5,330,1222,4404,5,N/A,Arrived quickly and was packaged well. Setup was super easy and perfor...,true,2023-02-21 01:23:08
2614,225,1729,6253,4,Really happy with this,Really good product overall. The only minor issue is the setup instr...,true,not a date
3613,443,1049,6818,5,Exceeded expectations,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2024-06-01 09:08:58
1782,476,4446,1430,,Solid p...,Very satisfied with this purchase. Performance is reliable and it looks great. Knocked off one star because shipping took longer than expected.,true,2025-05-31 14:44:12
773,80,1227,5135,4,Great product overall,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2023-05-10 02:35:24
2680,271,622,9587,,--,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2023-01-19 03:15:09
3513,270,4906,1586,5,Highly recommend!,"I've tried many similar products but this one stands out. The features are great, the design is modern, and it just works flawlessly.",true,2024-08-16 08:22:25
3786,265,4720,677,4,Would buy again,Great value for the price. Build quality is solid and it does everything I need. Wish it came in more color options though.,true,2025-05-28 19:22:27
2969,10,4017,9164,-1,Amazing product,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2024-12-27 15:11:05
2287,428,1585,1955,5,Worth every penny,"After months of use, this still performs like day one. Excellent battery life, sleek design, and the customer support was helpful when I had a quick question.",,2025-01-30 02:01:23
1969,28,3682,364,3,It's okay,Dooees whaat iit saays buut noothiing mooree. AAdeequuaatee foor baasiic neeeeds. Thee deesiign iis ookaay buut noot aas preemiiuum-feeeeliing aas II hoopeed.,true,2025-05-21 06:58:33
991,418,3586,3163,,Best purchase ever,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,,None
3102,260,2076,9558,3,Average product,It's a decent product for the price. Nothing spectacular but it gets the job done. The build quality feels a bit cheap compared to competitors.,true,2025-02-12 14:39:18
3341,314,3333,9362,true,Absolutely love it!,"Arrived quickly and was packaged well. Setup was super easy and performance has been excellent. Definitely getting another one for my family.
",true,not a date
2345,380,4559,9130,$2.00,Not worth it ,Not great. The product works sometimes but is unreliable. I've had to restart it multiple times. Considering returning it.,true,2025-06-19 14:32:38
2818,306,697,7020,,Some pros and cons,It's a decent product for the price. Nothing spectacular but it gets the job done. The build quality feels a bit cheap compared to competitors.,,2024-12-28 09:28:56
1095,152,1343,6748,5,EMPTY,N/A,true,2025-05-05 15:27:41
3524,346,2970,1599,0,Exceeded e...,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2025-01-22 16:19:56
3387,430,290,2629,2,,,true,
2599,112,899,174,5,Five stars all the way,This product has been incredible. The build quality is top-notch and it works exactly as advertised. I use it daily and couldn't be happier with my purchase.,true,2025-03-06 16:53:11
2358,230,135,4508,4,Would buy again,"REALLY GOOD PRODUCT OVERALL. THE ONLY MINOR ISSUE IS THE SETUP INSTRUCTIONS COULD BE CLEARER, BUT ONCE YOU GET IT GOING, IT'S FANTASTIC.",true,2025-04-23 17:15:00
3756,400,3871,3195,4,,"Really good product overall. The only minor issue is the setup instructions could be clearer, but once you get it going, it's fantastic.",true,2025-03-12 12:07:32
1921,118,3018,3449,N/A,Absolutely love it!,"After months of use, this still performs like day one. Excellent battery life, sleek design, and the customer support was helpful when I had a quick question.",TRUE,2024-09-30 12:07:35
3152,1000011,4480,5253,2,--,Pretty disappointed with this purchase. The product looks nice but performance is underwhelming. Battery life is much shorter than advertised.,true,2025-05-11 01:41:11
1269,329,490,5416,4,Really happy with this,,true,2025-03-30 17:26:06
