id,order_id,payment_method,amount,status,transaction_id,paid_at,created_at
9168,9168,apple_pay,657.09,completed,TXN-MNQBMAXR-ESX3V8,2025-07-18 14:46:26,18/07/2025
1294,1294,credit_card,N/A,REFUNDED,TXN-MNQBMAX5-OHH7BR,2025-03-12 20:45:49,2025-03-12 20:39:31
7253,7253,apple_pay,571.62,COMPLETED,TXN-MNQBMAXM-QSS192,2023-07-15 03:14:07,2023-07-15 03:10:36
1391,1391,,5940.54,completed,TXN-MNQBMAX5-J7LA1B,2025-04-18 10:08:57,2025-04-18 10:01:33
7899,7899,,687.36,completed,TXN-MNQBMAXO-OIHVWA,,EMPTY
4915,4915,credit_card,null,refunded,TXN-MNQBMAXG-MDCTYQ,2025-03-05 18:21:33,2025-03-05 18:16:05
5530,5530,credit_card,,completed,TXN-MNQBMAXH-6096QC,2024-05-17 00:56:00,2024-13-45
7701,7701,DEBIT_CARD,3780.45,completed,  TXN-MNQBMAXN-X5GH4F  	,2024-06-05 16:33:59,2024-06-05 16:31:13
9131,9131,apple_pay,2889.81,completed,TXN-MNQBMAXR-YYOLIQ,2024-05-02 00:26:47,2024-05-02 00:21:46
6083,6083,apple_pay,43.03,refundedd,TXN-MNQBMAXJ-ZVBO57,2024-07-08 16:17:31,2024-07-08 16:16:48
6763,6763,CREDIT_CARD,256.88,completed,TXN-MNQBM...,2025-03-18 20:37:57,00/00/0000
216,216,paypal,399.88,COMPLETED,TXN-MNQBM...,2025-04-11 19:10:20,2025-04-11 19:09:22
6078,6078,credit_card,891.39,completed,TXN-MNQBMAXJ-3BR1KP,2025-07-05 04:52:47,2025-07-05 04:48:33
1424,1424,debit_card,--,completed,  TXN-MNQBMAX5-RUQSQ0  	,2025-04-26 04:20:30,2025-04-26 04:20:21
2606,2606,credit_card,82.43,completed,TXN-MNQBM...,2025-03-31 18:42:47,2025-03-31 18:39:55
6734,6734,credit_card,,COMPLETED,TXN-MNQBMAXK-Q8FJFN,2024-07-14 13:40:25,2024-07-14 13:33:04
5563,5563,apple_pay,2876.06,refunded,TXN-MNQBMAXI-XDELP4,,2023-02-08 01:18:30
5041,5041,credit_card,,pending,TXN-MNQBM...,,2025-03-28 17:42:11
9354,9354,credit_card,3822.55,completed,TXN-MNQBMAXS-U7K0AF,2025-06-20 13:17:02,2025-06-20 13:13:57
6397,6397,paypal,1549.03,completed,TXN-MNQBMAXK-EPQT8R,2025-02-13 08:09:04,2025-02-13 08:05:03
481,481,apple_pay,860.24,completed,TXN-MNQBMAX1-HSYXE3,2024-07-20 00:54:34,2024-07-20 00:48:56
7572,7572,credit_card,1579.88,completed,"TXN-MNQBMAXN-6STLAZ
",2025-05-19 17:23:46,2025-05-19 17:15:14
4666,4666,credit_card,643.81,completed,,2025-03-04 08:59:52,2025-03-04 08:58:39
6684,6684,,2440.83,  completed  ,TXN-MNQBMAXK-KH98CJ,2025-06-07 12:40:21,2025-06-07 12:33:39
3074,3074,apple_pay,abc,completed,TXN-MNQBMAXA-3RXLNN,2023-10-20 13:32:37,2023-10-20 13:22:51
1237,1237,credit_card,1035.03,completed,TXN-MNQBMAX5-1NCS49,EMPTY,2025-04-15 04:31:07
8406,8406,debit_card,-40456.3,completed,TXN-MNQBMAXP-VCFUFH,2025-02-07 13:39:28,2025-02-07 13:33:17
74,74,PAYPAL,3603.02,#N/A,TXN-MNQBMAX0-NNGQJM,2025-05-28 03:38:26,2025-05-28 03:32:46
230,230,CREDIT_CARD,769.71,,null,09-17-2024,2024-09-17 07:55:24
686,686,credit_card,4146.03,completed,TXN-MNQBMAX2-YKT7WF,2025-02-28 17:21:23,2025-02-28 17:16:53
6266,6266,paypal,806.47,completed,TXN-MNQBMAXJ-J4WX2Z,2025-04-07 19:08:53,2025-04-07 19:07:28
8904,8904,paypal,4690.33,COMPLETED,TXN-MNQBMAXR-VGE4AT,2025-04-04 06:54:30,2025-04-04 06:51:01
1019,1019,  paypal  ,5934.64,refunded,TXN-MNQBMAX3-EEK9OG,2024-01-07 09:05:53,2024-01-07 08:58:36
6349,6349,credit_card,1275.96,COMPLETED,TXN-MNQBMAAXJ-ZEEKZLC,2023-06-26 20:30:55,2023-06-26 20:28:11
888,888,debit_card,-5836,completed,,,2025-07-24 23:22:53
7262,7262,paypal,,completed,TXN-MNQBMAXM-A96SBO,2024-11-26 18:53:08,2024-11-26 18:44:51
8876,8876,credit_card,2579.89,completed,TXN-MNQBMAXQ-YLN2YK,2025-06-06 21:22:19,2025-06-06 21:19:49
9580,9580,debit_card,955.34,completed,TXN-MNQBMAXS-F0QQON,2025-06-10 03:23:07,2025-06-10 03:22:49
8187,8187,credit_card,5842.41,completed,TXN-MNQBMAXO-JN7MA5,2024-05-27 11:38:49,2024-05-27 11:30:25
4837,4837,debit_card,1293.26,completed,TXN-MNQBMAXG-1YX8F7,2025-02-23 17:54:38,2025-02-23 17:45:51
3300,3300,credit_card,1354.38,completed,TXN-MNQBMAXC-J2MC0C,2024-12-26 19:40:43,2024-13-45
6431,6431,credit_card,-2065.4,completed,TXN-MNQBMAXK-FV1O13,2024-10-16 06:46:29,2024-10-16 06:37:07
3653,3653,,587.41,pending,TXN-MNQBMAXD-46VX1W,,2025-05-07 10:58:14
5789,5789,credit_card,523.56,pending,TXN-MNQBMAXI-ARB49E,,2024-12-03 03:53:45
6616,6616,apple_pay,6375.11,completed,TXN-MNQBMAXK-WVQOGR,2024-01-07 20:40:11,2024-01-07 20:32:21
9523,9523,paypal,189.46,completed,TXN-MNQBMAXS-LZZFYD,null,2025-02-24 03:14:44
7622,7622,apple_pay,-2222.99,completed,TXN-MNQBMAXN-NT1JCP,2024-02-09 14:04:46,2024-02-09 13:58:42
3301,3301,PAYPAL,,completed,TXN-MNQBMAXC-8GFQ4G,2024-11-17 13:20:46,2024-11-17 13:15:15
7842,7842,credit_card,35.32,completed,TXN-MNQBMAXN-FLJYIM,2025-06-21 21:49:33,EMPTY
8058,8058,credit_card,6701.44,complted,TXN-MNQBMAXO-BK3XNO,2024-05-08 07:18:47,2024-05-08 07:17:50
4340,4340,debit_card,,completed,,2025-01-10 23:35:13,2025-01-10 23:29:21
9774,9774,debit_card,935.85,completed,TXN-MNQBMAXT-6CN3IW,2025-02-04 18:27:32,2025-02-04 18:25:34
8329,8329,debit_card,986.46,completed,TXN-MNQBMAXP-H2DVGH,2025-03-11 14:04:04,2025-03-11 13:55:28,extra_col_value
2440,2440,credit_card,66.94,completed,TXN-MNQBMAX8-EM0521,2025-02-01 20:58:04,--
34,34,apple_pay,2496.54,pending,TXN-MNQBMAWZ-EBC2ME,,2025-01-09 20:04:37
371,371,debit_card,1923.83,completed,TXN-MNQBMAX1-R91VCE,2022-10-07 11:05:28,2022-10-07 10:57:30
7169,7169,debit_card,not available,Completed,TXN-MNQBMAXM-MHR91T,2023-04-23 17:43:41,2023-04-23 17:36:17
2545,2545,  credit_card  ,872.8,COMPLETED,TXN-MNQBMAX9-QJSWQ3,UNKNOWN,2025-01-17 06:23:43
7258,7258,debit_card,,completed,TXN-MNQBMAXM-UEBGUF,2025-04-21 15:05:57,2025-04-21 15:00:05
8087,8087,credit_card,491.12,refunded,TXN-MNQBMAXO-5EIMZQ,2024-10-31 08:18:24,2024-10-31 08:14:52
2427,2427,debit_card,962.04,COMPLETED,TXN-MNQBMAX8-1GGEK8,2025-02-07 23:28:38,2025-02-07 23:27:14
9646,9646,apple_pay,,failed,TXN-MNQBMAXT-8IKSHG,,2024-08-22 19:02:22
9213,9213,PAYPAL,579.2,refunded,TXN-MNQBMAXR-3WTNLX,2025-02-15 18:47:08,2025-02-15 18:39:22
7735,7735,credit_card,339.31,completed,TXN-MNQBMAXN-GPTD4N,2023-11-22 19:29:23,
9028,9028,,2100.01,completed,  TXN-MNQBMAXR-Y95CMN  	,2024-11-14 00:05:19,2024-11-14 00:00:25
9418,9418,debit_card,2033.86,completed,TXN-MNQBM...,2025-03-26 01:54:32,2025-03-26 01:51:32
8982,8982,credit_card,259.3,refunded,TXN-MNQBMAXR-5PLBXP,2025-05-25 08:57:04,2025-05-25 08:51:21
659,659,GOOGLE_PAY,822.99,completed,TXN-MNQBMAX2-KDQBJV,2024-07-09 20:39:23,2024-07-09 20:30:00
3941,3941,PAYPAL,513.85,refunded,TXN-MNQBMAXD-3STMPY,2025-02-23 12:01:11,2025-02-23 11:58:26
9432,9432,debit_card,941.76,completed,TXN-MNQBM...,2025-02-22 23:21:16,2025-02-22 23:11:28
6662,6662,credit_card,2742.23,completed,TXN-MNQBMAXK-RWUJUM,???,2024-03-18 18:18:56
3953,3953,credit_card,5956.32,COMPLETED,TXN-MNQBMAXD-85AYBL,2025-07-02 01:16:00,02/07/2025
8312,8312,credit_card,1578.48,PENDING,TXN-MNQBMAXP-LJXXOO,,--
4173,4173,credit_card,1175.85,COMPLETED,TXN-MNQBMAXE-0M4ZGG,2025-06-26 00:47:22,2025-06-26 00:43:27
7644,7644,UNKNOWN,1176.28,completed,TXN-MNQBMAXN-5DUA13,2024-05-04 21:14:04,2024-05-04 21:07:38
9876,9876,paypal,1087.92,,TXN-MNQBMAXT-SULZ4E,,2024-04-12 20:47:16
9538,9538,credit_card,N/A,completd,TXN-MNQBMAXS-XT2870,2025-04-24 03:06:41,2025-04-24 03:04:34
2721,2721,apple_pay,???,,TXN-MNQBMAX9-3IQ9WM,2024-11-04 19:29:17,2024-11-04 19:28:31
7349,7349,credit_card,2025.43,COMPLETED,TXN-MNQBMAXM-9BEEBK,2023-10-16 13:48:52,
6741,6741,CREDIT_CARD,,completed,TXN-MNQBMAXK-Q4BEGV,2024-12-01 03:23:57,2024-12-01 03:23:02
2451,2451,apple_pay,$164.82,completed,TXN-MNQBMAX8-FYP7TH,2025-03-25 11:14:11,
6630,6630,credit_card,2677.15,completed,TXN-MNQBMAXK-1NIMOQ,2023-10-17 10:11:44,2023-10-17 10:03:04
7175,7175,debit_card,-667.95,completed,TXN-MNQBMAXM-ARM5VW,2025-03-15 20:53:38,2025-03-15 20:45:03
9462,9462,credit_card,3057.16,completed,TXN-MNQBMAXS-QSI4E7,2024-12-27 12:10:52,not available
2552,2552,debit_card,,completd,TXN-MNQBMAX9-12QAEN,2025-04-19 03:58:09,2025-04-19 03:51:25
9860,9860,credit_card,2114.76,COMPLETED,TXN-MNQBMAXT-CC9V8L,2025-07-07 10:04:08,2025-07-07 10:01:38
6234,6234,  apple_pay  ,1379.49,completed,TXN-MNQBMAXJ-QSM7I7,2025-01-12 00:33:26,2025-01-12 00:33:20
5867,5867,apple_pay,5495.05,pending,TXN-MNQBMAXI-IUWFS6,,2025-05-01 22:28:31
2087,2087,paypal,,completed,TXN-MNQBMAX7-1E3I3B,2024-10-17 05:00:57,2024-10-17 04:56:33
8619,8619,apple_pay_typo,496.52,completed,TXN-MNQBMAXQ-TUAIZX,,2025-01-15 10:02:55
2210,2210,debit_card,3312.24,completed,TXN-MNQBMAX8-I5A0MU,2024-06-12 20:26:44,2024-06-12 20:26:05
5384,5384,apple_pay,2812.82,,  TXN-MNQBMAXH-RYAZEK  	,3025-05-12 17:36:59,2025-05-12 17:27:40
4402,4402,paypal,392.74,completed,TXN-MNQBMAXF-PVJHOH,2025-01-13 17:38:48,2025-01-13 17:31:06
4786,4786,debit_card,Inf,completed,TXN-MNQBMAXG-KD1JO3,2025-06-30 11:28:36,
7615,7615,credit_card,,completed,,2025-05-19 15:57:48,2025-05-19 15:47:58
3945,3945,,50.81,completd,TXN-MNQBMAXD-WOJ5SB,2024-10-27 00:48:32,
8182,8182,credit_card,202.24,REFUNDED,,2025-07-03 03:37:04,2025-07-03 03:35:34
4478,4478,credit_card,1220.75,refunded,,2024-07-14 06:33:22,2024-07-14 06:25:13
589,589,credit_card,1371.96,completed,TXN-MNQBM...,2025-04-20 05:50:15,2025-04-20 05:40:46 
2546,2546,debit_card,2660.93,completed,TXN-MNQBMAX9-4M2DGQ,2025-03-22 21:59:48,2025-03-22 21:53:51
6114,6114,debit_card,79.08,COMPLETED,TXN-MNQBMAXJ-XB7VS9,2024-12-18 18:41:54,2024-12-18 18:34:43
6885,6885,credit_card,3674.22,completed,TXN-MNQBMAAXL-2Z53FY,2025-01-24 20:31:32,2025-01-24 20:25:39
5997,5997,CREDIT_CARD,#REF!,REFUNDED,TXN-MNQBMAXJ-1RWIGU,2025-06-05 18:17:32,2025-06-05 18:09:57
4374,4374,credit_card,619.64,#N/A,TXN-MNQBM...,2025-02-04 13:25:00,2025-02-04 13:23:17
2517,2517,,-116433,complted,TXN-MNQBMAX8-DW308Z,2025-06-28 22:52:59,2025-06-28 22:52:59
3823,3823,credit_card,3692.65,,TXN-MNQBMAXD-AYT94O,2024-09-13 01:34:50,13.09.2024
6386,6386,debit_card,5017.69,,TXN-MNQBMAXK-P6ODND,00/00/0000,2025-06-26 23:37:24
5458,5458,credit_card,1739.34,completed,,2025-01-08 01:36:12,2025-01-08 01:32:50
7197,7197,GOOGLE_PAY,2920.02,pending,TXN-MNQBMAXM-MZD8K9,,
7549,7549,debit_card,1377.55,  completed  ,TXN-MNQBMAXN-A5VOHJ,,2025-04-10 10:40:53
6992,6992,debit_card,2856.18,completed,TXN-MNQBMAXL-CF6NDX,2024-10-10 00:42:52,2024-10-10 00:38:59
3421,3421,credit_card,1705.26,COMPLETED,TXN-MNQBMAXC-UA7HBC,2025-06-18 08:58:36,2025-06-18 08:49:05
7605,7605,debit_card,-7455.1,completed,TXN-MNQBMAXN-HT17IK,2025-04-21 21:34:39,2025-04-21 21:32:00
2183,2183,debit_card,2889.98,refunded,,2025-05-08 17:13:14,2025-05-08 17:08:04
9753,9753,credit_card,0,completed,TXN-MNQBMAXT-X29V9M,2025-04-13 14:30:33,2025-04-13 14:28:42
6483,6483,credit_card,1533.88,Refunded,TXN-MNQBMAXK-V1ZDUX,2024-04-23 13:18:46,2024-04-23 13:14:05
156,156,apple_pay,abc,refunded,TXN-MNQBMAX0-SJY37D,2025-02-02 09:46:14,2025-02-02 09:37:24
3885,3885,paypal,,completed,TXN-MNQBMAXD-UGTGMS,2025-07-12 10:18:58,2025-07-12 10:18:03
6854,6854,paypal,486.24,completed,TXN-MNQBMAXL-WPSPWQ,2025-01-28 05:37:05,2025-01-28 05:29:21
8356,8356,paypal,651.67,completed,TXN-MNQBMAXP-OFQLCK,2024-09-11 21:55:29,2024-09-11 21:52:17
6845,6845,credit_card,2461.27,completed,TXN-MNQBMAXL-OEP8MM,2025-03-28 17:25:55,EMPTY
3098,3098,,1064.47,,TXN-MNQBMAXA-USEYKT,2025-05-03 20:28:36,2025-05-03 20:28:35
3867,3867,credit_card,2181.9,completed,TXN-MNQBMAXD-XBTESK,2023-11-18 05:17:18,2023-11-18 05:16:22
5417,5417,credit_card,2973.83,completed,,2025-06-17 18:17:49,2025-06-17 18:12:50
3419,3419,DEBIT_CARD,-2525.02,completd,TXN-MNQBMAXC-DYJO12,2025-05-25 14:26:18,2025-05-25 14:24:39
1805,1805,paypal,448.92,pending,TXN-MNQBMAX6-I9G7VU,,2025-03-10 23:21:19
4833,1000156,,305,COMPLETED,TXN-MNQBMAXG-AITZ6X,2024-12-06 21:57:41,2024-12-06 21:51:00
3076,3076,CREDIT_CARD,2065.17,completed,,2024-06-24 05:53:26,2024-06-24 05:50:27
6571,6571,apple_pay,3369.24,completed,TXN-MNQBM...,2023-08-21 16:43:43,2023-08-21 16:38:40
1100,1100,paypal,5961.78,completed,TXN-MNQBMAX3-30O04M,2022-06-15 13:13:58,2022-06-15 13:04:41
8173,8173,credit_card,1700.05,,TXN-MNQBMAXO-0TDAEJ,2025-03-20 02:20:51,2025-03-20 02:17:38
6448,6448,credit_card,--,completed,TXN-MNQBMAXK-DQTS3S,2025-06-14 21:26:13,2025-06-14 21:23:49
2490,2490,PAYPAL,530.39,completed,TXN-MNQBMAX8-855I7U,2025-04-11 09:11:19,2025-04-11 09:03:33
1618,1618,apple_pay,3468.02,refundd,,2025-02-08 01:27:33,2025-02-08 01:26:57
4982,4982,credit_card,1988.74,completed,TXN-MNQBMAXG-Z4ZG3I,2025-06-12 12:44:46,2025-06-12 12:42:56
3876,3876,credit_card,329.37,completed,TXN-MNQBMAXD-59JXFR,2025-03-09 22:31:48,2025-03-09 22:31:23
1157,1157,credit_card,-12408,refunded,TXN-MNQBMAX4-J6PAZN,2025-07-17 16:21:32,2025-07-17 16:12:27
6935,6935,,1124.85,COMPLETED,TXN-MNQBMAXL-H3MZ9R,2025-01-13 00:44:14,
4171,4171,credit_card,133.4,refunded,UNKNOWN,2025-05-06 00:29:40,2025-05-06 00:29:26
1815,1815,credit_card,$1290.27,completed,TXN-MNQBMAX6-P74W53,2025-05-11 06:32:04,2025-05-11 06:28:14
4430,4430,  paypal  ,-5615.77,completed,  TXN-MNQBMAXF-MCIWVY  	,2025-02-24 11:28:27,2025-02-24 11:18:34
9287,9287,apple_pay,967.23,completed,,2025-05-05 05:42:16,
2112,2112,CREDIT_CARD,$1290.27,completed,TXN-MNQBMAX7-3J0O1F,2025-06-05 16:43:00,2025-06-05 16:39:41
2327,2327,paypal,4082.67,completed,TXN-MNQBMAX8-BV7UK5,2023-12-23 07:05:08,2023-12-23 07:00:30
8284,8284,apple_pay,null,N/A,TXN-MNQBMAXP-FPT2LJ,???,
3171,3171,  apple_pay  ,1308.04,completed,TXN-MNQBMAXA-U3LZK9,2024-09-23 12:02:22,2024-09-23 11:58:29
385,385,credit_card,837.6,COMPLETED,TXN-MNQBMAX1-AQ86WF,2022-12-05 17:04:19,2022-12-05 17:03:50
2235,2235,credit_card,962.82,completed,TXN-MNQBMAX8-FSL2EA,2025-05-11 12:19:34,2025-05-11 12:10:30
854,854,credit_card,961.99,completed,TXN-MNQBMAAX3-ZKGNCL,2024-06-21 02:05:43,2024-06-21 01:57:33
6586,6586,credit_card,5944.74,refunded,TXN-MNQBMAXK-8DO4ER,2025-06-23 03:47:41,2025-06-23 03:43:38
1996,1996,credit_card,420.27,completed,TXN-MNQBMAX7-L2Y9R6,2025-04-14 10:15:06,2025-04-14 10:10:44
5700,5700,credit_card,451.2,refunded,TXN-MNQBMAXI-8OXG6F,2025-07-07 11:27:58,2025-07-07 11:27:47
1165,1165,credit_card,UNKNOWN,complted,TXN-MNQBMAX4-8YXWVE,2025-02-07 05:25:40,
7791,7791,CREDIT_CARD,391.92,completed,TXN-MNQBMAXN-AR5BEU,,2025-03-13 09:25:36
2216,2216,debit_card,1889.95,completed,  TXN-MNQBMAX8-YBDIAY  	,,2023-12-24 18:40:32
7952,7952,paypal,2869.18,completed,TXN-MNQBMAXO-MGGN0B,2024-05-29 06:00:09,2024-05-29 05:56:11
